Marca temporal,Fecha,Tienda,Departamento,Sector sucursal,Estacionamiento [Había guardia de seguridad en el área de estacionamiento.],Estacionamiento [El guardia de seguridad del estacionamiento se encontraba prestando atención al entorno.],Estacionamiento [Todos los espacios de estacionamiento estaban disponibles para los clientes.],Bienvenida [Habían suficientes elementos disponibles en el área de bienvenida.],Bienvenida [Los elementos del área de bienvenida estaban limpios y sin residuos de basura o comida.],Bienvenida [El personal del área de bienvenida se mostró amable y dio la bienvenida.],Bienvenida [El personal del área de bienvenida dio la bienvenida y ofreció atención.],Bienvenida [Los elementos del área de bienvenida se desplazaban correctamente.],"Pasillo central [El pasillo central estaba limpio (sin basura, sin restos de producto o cosas ajenas al área).]",Pasillo central [Alguna exhibición del pasillo central estaba vacía o sin producto.],Sector 1 [Había mal olor en el Sector 1.],"Sector 1 [En el área de mostrador del Sector 1, cuando se llamó al personal atendió rápidamente.]",Sector 1 [El personal del Sector 1 fue amable.],Sector 1 [El personal del Sector 1 mostró conocimiento cuando se le preguntó algo relacionado al Sector 1.],"Sector 1 [El Sector 1 estaba limpio (sin basura, sin restos de producto o cosas ajenas al área).]","Sector 2 [El Sector 2 estaba limpio (sin basura, sin restos de producto o cosas ajenas al área).]",Sector 2 [El personal del Sector 2 fue amable.],Sector 2 [El personal del Sector 2 mostró conocimiento cuando se le preguntó algo relacionado a su área.],Sector 3 [La exhibición del Sector 3 está completa (no hay canastas o bandejas vacías).],"Sector 3 [El Sector 3 estaba limpio (sin basura, sin restos de producto o cosas ajenas al área).]","Pasillo secundario [El pasillo secundario está limpio (sin basura, sin restos de producto o cosas ajenas al área).]","Pasillo secundario [Hay cajas o algún otro objeto que obstaculiza el paso en el pasillo secundario, sin que haya alguien trabajando con ello.]","Pasillo secundario [Al preguntar al personal del pasillo secundario donde ubicar un producto, ¿lo guiaron hacia el producto?]",Cobro [Encontró un punto de cobro disponible rápidamente.],Cobro [El personal de cobro saludó cordialmente.],Cobro [El personal de cobro fue amable durante toda la transacción.],Cobro [El personal de cobro ofreció productos en el área de cobro.],Cobro [El personal de cobro dejó de ofrecer productos adicionales cuando se le indicó que no estaba interesado.],Cobro [El personal de cobro reaccionó amablemente cuando se le pidió retirar algún producto de la transacción.],Cobro [El personal de cobro agradeció mi compra y se despidió.],Empaque [Las opciones de empaque son suficientes para diferentes ocasiones.],Empaque [El personal de empaque fue amable y ágil para realizar mi empaque.],Sanitarios [El sanitario estaba disponible para los clientes en todo momento (sin llave).],"Sanitarios [Había suficientes suministros en el sanitario (agua, jabón y papel).]","Sanitarios [Funcionan correctamente el inodoro, lavamanos y secador de manos en los sanitarios.]",Sanitarios [Estaba llena y actualizada la hoja de limpieza de los sanitarios.],Sanitarios [El sanitario olía bien.],"Experiencia [El ambiente (iluminación, diseño, música y aroma) es agradable y acorde a la experiencia.]","Experiencia [En general, el personal es agradable, atento y servicial.]",Experiencia [La misión de mi visita se cumplió y fue gracias a la buena asesoría y atención del personal.],Comentarios,Hallazgo grave
2025-01-09 13:40:55,09/01/2025,Sucursal Terminal Saca,Sacatepéquez,Distrito Central,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,,
2025-01-25 09:16:11,25/01/2025,Sucursal Sacatepéquez Norte,Sacatepéquez,Distrito Central,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-26 14:27:57,26/01/2025,Sucursal Avenida Chim,Chimaltenango,Distrito Central,NO,NO,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,,
2025-01-24 16:37:27,24/01/2025,Sucursal Chimaltenango Centro,Chimaltenango,Distrito Central,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-24 18:02:10,24/01/2025,Sucursal Plaza Chim,Chimaltenango,Distrito Central,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,"Visita dentro del promedio, con áreas de oportunidad.",
2025-01-04 10:16:34,04/01/2025,Sucursal Chimaltenango Plaza,Chimaltenango,Distrito Central,NO,NO,NO,NO,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,NO,NO,NO,NO,NO,NO,SÍ,NO,NO,NO,NO,NO,NO,NO,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,NO,NO,SÍ,NO,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-01-16 16:07:51,16/01/2025,Sucursal Avenida Alta,Alta Verapaz,Distrito Norte,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-01-11 10:07:02,11/01/2025,Sucursal Alta Verapaz Plaza,Alta Verapaz,Distrito Norte,NO,NO,NO,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,NO,NO,NO,NO,NO,NO,SÍ,SÍ,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-01-27 14:07:17,27/01/2025,Sucursal Express Alta,Alta Verapaz,Distrito Norte,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-01-25 16:20:19,25/01/2025,Sucursal Alta Verapaz Centro,Alta Verapaz,Distrito Norte,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,,
2025-01-15 08:39:27,15/01/2025,Sucursal Centro Peté,Petén,Distrito Norte,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,"Visita dentro del promedio, con áreas de oportunidad.",
2025-01-26 16:09:58,26/01/2025,Sucursal Petén Plaza,Petén,Distrito Norte,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-03 15:58:25,03/01/2025,Sucursal Avenida Peté,Petén,Distrito Norte,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,NO,NO,SÍ,NO,NO,NO,SÍ,NO,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-01-23 18:33:50,23/01/2025,Sucursal Izabal Centro,Izabal,Distrito Oriente,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,NO,NO,NO,SÍ,,
2025-01-16 10:47:38,16/01/2025,Sucursal Express Izab,Izabal,Distrito Oriente,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-25 18:46:53,25/01/2025,Sucursal Izabal Centro,Izabal,Distrito Oriente,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-01 08:02:25,01/01/2025,Sucursal Centro San ,San Marcos,Distrito Occidente,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-27 08:05:32,27/01/2025,Sucursal San Marcos Norte,San Marcos,Distrito Occidente,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,SÍ,NO,NO,SÍ,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,,
2025-01-15 13:19:26,15/01/2025,Sucursal Central San ,San Marcos,Distrito Occidente,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,"Visita dentro del promedio, con áreas de oportunidad.",
2025-01-15 11:28:58,15/01/2025,Sucursal Huehuetenango Norte,Huehuetenango,Distrito Occidente,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-01-05 09:33:21,05/01/2025,Sucursal Occidente Hueh,Huehuetenango,Distrito Occidente,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,,
2025-01-09 13:04:41,09/01/2025,Sucursal Huehuetenango Norte,Huehuetenango,Distrito Occidente,NO,SÍ,NO,NO,SÍ,SÍ,NO,NO,NO,NO,SÍ,NO,NO,NO,NO,SÍ,SÍ,NO,SÍ,NO,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,NO,NO,NO,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-01-13 13:00:33,13/01/2025,Sucursal Brisas Juti,Jutiapa,Distrito Oriente,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-06 16:39:35,06/01/2025,Sucursal Jutiapa Plaza,Jutiapa,Distrito Oriente,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-16 14:30:02,16/01/2025,Sucursal Llanos Zaca,Zacapa,Distrito Oriente,NO,NO,NO,NO,NO,SÍ,NO,NO,NO,SÍ,NO,NO,NO,NO,NO,SÍ,NO,NO,SÍ,NO,NO,SÍ,NO,NO,NO,NO,SÍ,NO,NO,NO,SÍ,NO,NO,SÍ,NO,NO,NO,NO,NO,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-01-08 08:36:21,08/01/2025,Sucursal Zacapa Plaza,Zacapa,Distrito Oriente,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,NO,NO,SÍ,NO,NO,NO,SÍ,NO,SÍ,SÍ,NO,NO,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,NO,NO,NO,SÍ,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-01-16 12:20:09,16/01/2025,Sucursal Parque Reta,Retalhuleu,Distrito Sur,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,,
2025-01-27 18:14:11,27/01/2025,Sucursal Retalhuleu Norte,Retalhuleu,Distrito Sur,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,NO,SÍ,NO,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-01-23 15:10:45,23/01/2025,Sucursal Terminal Such,Suchitepéquez,Distrito Sur,NO,SÍ,SÍ,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-01-26 18:20:17,26/01/2025,Sucursal Suchitepéquez Centro,Suchitepéquez,Distrito Sur,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-20 16:40:30,20/01/2025,Sucursal Parque Sant,Santa Rosa,Distrito Sur,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-01-01 16:56:07,01/01/2025,Sucursal Santa Rosa Centro,Santa Rosa,Distrito Sur,SÍ,SÍ,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,NO,NO,NO,NO,SÍ,SÍ,NO,SÍ,NO,NO,NO,NO,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-01-27 08:41:17,27/01/2025,Sucursal Parque El P,El Progreso,Distrito Oriente,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,,
2025-01-15 17:57:45,15/01/2025,Sucursal El Progreso Norte,El Progreso,Distrito Oriente,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,,
2025-01-20 16:11:00,20/01/2025,Sucursal Mercado Chiq,Chiquimula,Distrito Oriente,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,,
2025-01-12 10:16:34,12/01/2025,Sucursal Chiquimula Centro,Chiquimula,Distrito Oriente,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,,
2025-01-26 11:28:22,26/01/2025,Sucursal Norte Jala,Jalapa,Distrito Oriente,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,,
2025-01-25 10:51:47,25/01/2025,Sucursal Jalapa Plaza,Jalapa,Distrito Oriente,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-01-14 11:18:12,14/01/2025,Sucursal Terminal Solo,Sololá,Distrito Occidente,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,NO,,
2025-01-02 18:51:09,02/01/2025,Sucursal Sololá Centro,Sololá,Distrito Occidente,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-01-22 16:19:49,22/01/2025,Sucursal Express Toto,Totonicapán,Distrito Occidente,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,NO,NO,NO,NO,SÍ,SÍ,,
2025-01-04 12:39:50,04/01/2025,Sucursal Totonicapán Plaza,Totonicapán,Distrito Occidente,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,,
2025-01-09 14:03:50,09/01/2025,Sucursal Plaza Quic,Quiché,Distrito Occidente,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-01-24 16:12:24,24/01/2025,Sucursal Quiché Plaza,Quiché,Distrito Occidente,NO,SÍ,NO,NO,NO,NO,SÍ,NO,NO,SÍ,NO,NO,SÍ,NO,NO,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,NO,NO,NO,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-01-04 08:03:42,04/01/2025,Sucursal Oriente Baja,Baja Verapaz,Distrito Norte,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-02-12 13:29:26,12/02/2025,Sucursal Centro,Guatemala,Distrito Metro,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-02-03 10:09:27,03/02/2025,Sucursal Norte,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-02-24 18:31:46,24/02/2025,Sucursal Sur,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,,
2025-02-08 13:12:22,08/02/2025,Sucursal Las Palmas,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-02-09 13:10:56,09/02/2025,Sucursal Pradera,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,NO,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,NO,SÍ,NO,NO,NO,NO,SÍ,SÍ,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-02-26 11:16:15,26/02/2025,Sucursal Majadas,Guatemala,Distrito Metro,SÍ,NO,NO,NO,NO,NO,NO,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,NO,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
